listing_id,mean_positive,mean_negative,mean_neutral,mean_mixed,number_reviews
1178162,84.64,3.49,0.41,11.46,215
7246272,99.82,0.01,0.09,0.07,37
13658522,91.54,0.02,0.1,8.35,3
9364092,80.26,12.24,7.43,0.06,5
12069214,99.91,0.0,0.08,0.0,8
1365335,99.88,0.01,0.1,0.01,9
9610609,99.76,0.01,0.17,0.06,3
4573458,86.53,0.07,0.16,13.25,27
5521378,99.94,0.0,0.05,0.01,6
13943142,51.26,34.83,13.67,0.25,2
3236496,99.93,0.0,0.06,0.01,4
13684464,78.1,0.06,0.26,21.58,4
56927,87.72,0.01,0.07,12.2,5
4610745,88.82,7.09,3.76,0.33,18
12432535,90.02,0.01,0.21,9.76,7
8238078,90.53,0.02,0.18,9.27,5
13225005,99.96,0.0,0.03,0.0,1
9857,87.28,0.27,0.05,12.39,21
9971054,98.78,0.01,0.78,0.43,9
7745117,99.95,0.0,0.04,0.0,11
11008495,91.82,4.98,0.1,3.1,20
13550412,2.21,61.99,35.57,0.23,2
3992208,74.1,7.32,0.74,17.85,184
13077603,99.82,0.01,0.16,0.01,9
4287366,70.97,22.87,5.79,0.37,7
8378257,84.19,13.92,0.1,1.79,7
11474130,99.94,0.0,0.05,0.01,2
13487348,99.92,0.0,0.05,0.02,1
8327907,67.33,20.12,12.34,0.21,3
10353263,74.1,18.02,7.07,0.81,4
14483758,99.47,0.03,0.43,0.07,2
3519768,99.6,0.01,0.09,0.3,12
213086,90.93,0.27,0.18,8.62,22
11986653,85.11,2.82,1.13,10.94,38
14467554,99.87,0.0,0.13,0.0,1
3988018,98.99,0.07,0.25,0.7,173
2376518,99.97,0.0,0.03,0.0,1
27141,74.9,23.84,0.1,1.15,4
9897713,99.65,0.0,0.34,0.01,1
6316145,97.59,0.06,0.05,2.3,74
951476,68.95,1.68,0.08,29.29,3
9865550,99.83,0.0,0.16,0.01,1
3783090,99.95,0.0,0.04,0.01,12
12023024,99.97,0.0,0.02,0.0,1
8354938,99.3,0.06,0.59,0.06,20
6609546,99.53,0.04,0.16,0.27,73
2526773,99.92,0.01,0.07,0.01,6
10138792,97.92,0.0,0.04,2.03,5
6314998,85.27,0.74,1.25,12.74,42
7805515,96.73,0.28,0.24,2.75,17
9057435,99.95,0.0,0.04,0.01,6
6214710,99.86,0.01,0.07,0.06,25
7731797,81.48,3.24,3.15,12.13,26
1321422,95.19,0.68,0.59,3.54,194
4132983,74.61,5.39,0.06,19.93,17
1071144,99.92,0.0,0.07,0.0,1
11431331,83.09,0.16,0.17,16.59,11
8720673,99.9,0.01,0.03,0.06,1
5364137,85.39,3.87,3.11,7.63,49
2573685,99.94,0.0,0.05,0.01,5
12621291,90.91,6.38,2.47,0.24,11
3945704,98.65,0.11,0.35,0.9,95
4526384,73.19,0.7,0.07,26.05,7
7881551,95.17,0.02,0.08,4.73,93
6765855,91.87,1.6,0.96,5.56,31
14760739,99.61,0.27,0.07,0.06,1
8624898,82.51,5.77,0.17,11.55,59
6134867,93.22,0.41,1.08,5.3,105
1497879,88.4,1.22,0.2,10.18,320
8930592,92.61,1.57,0.08,5.74,70
4494419,28.6,13.19,1.41,56.8,2
4924009,58.87,8.37,1.88,30.89,52
8090623,96.85,0.01,0.21,2.92,32
12599820,37.1,20.21,12.42,30.27,3
9918240,99.91,0.0,0.08,0.01,3
4967219,73.62,3.87,0.9,21.61,143
753446,95.65,0.15,0.14,4.06,65
1197857,81.01,1.32,1.06,16.61,63
13546414,78.02,11.35,0.19,10.45,18
8420956,99.94,0.0,0.04,0.01,8
4304969,98.46,0.24,0.58,0.71,134
10656576,99.86,0.0,0.07,0.07,2
8613870,99.78,0.01,0.2,0.02,4
7292184,89.84,0.11,0.27,9.79,21
11593592,95.4,1.19,1.6,1.81,57
2326445,98.62,0.01,0.07,1.31,56
5684598,99.94,0.01,0.04,0.01,19
11902134,75.43,9.64,5.69,9.23,9
5991427,68.39,17.64,2.38,11.6,23
2278704,91.8,2.03,2.53,3.64,81
10730,88.94,0.08,0.04,10.94,21
11211273,92.23,3.03,1.01,3.73,24
10881994,85.68,7.73,0.09,6.5,26
13397390,99.89,0.0,0.09,0.02,1
4364925,91.74,2.12,2.07,4.07,52
4261781,99.91,0.0,0.06,0.03,10
13509242,51.25,0.5,0.09,48.17,2
13064781,96.74,0.0,0.05,3.2,10
10116601,99.97,0.0,0.03,0.01,1
9094794,2.54,71.14,24.62,1.7,2
6080461,92.67,0.06,0.07,7.19,13
5940866,97.3,0.05,0.08,2.58,124
12265433,80.35,12.0,7.6,0.04,5
12303347,99.92,0.0,0.07,0.01,1
8201104,99.33,0.02,0.02,0.63,1
4861476,88.83,5.27,3.65,2.24,35
14220964,99.82,0.02,0.12,0.04,2
13015653,99.72,0.01,0.27,0.01,4
10266928,66.23,1.66,0.12,31.99,8
7527149,99.25,0.68,0.06,0.02,11
1803138,96.8,0.77,0.93,1.5,62
3415033,99.91,0.01,0.07,0.01,24
2947662,94.85,0.11,0.2,4.83,84
6706463,2.5,64.83,32.4,0.27,1
11863590,99.92,0.0,0.06,0.01,1
5885130,99.3,0.02,0.07,0.61,9
5813992,99.95,0.0,0.04,0.01,1
14691657,75.54,15.29,9.08,0.08,4
11462476,96.1,0.21,0.23,3.46,31
8469464,87.44,8.81,3.69,0.06,8
12253029,87.69,6.4,5.89,0.02,8
8514932,90.14,6.33,3.48,0.05,20
1525494,94.03,0.48,0.58,4.92,80
10186477,99.95,0.0,0.04,0.01,3
1868124,87.77,0.06,0.04,12.12,8
13028247,99.95,0.0,0.05,0.0,1
8134231,99.84,0.01,0.14,0.01,2
8052494,99.96,0.0,0.03,0.0,2
1167221,96.07,0.45,1.57,1.9,97
14522917,99.91,0.0,0.07,0.02,8
4532603,98.22,0.25,1.43,0.09,13
13355213,99.57,0.0,0.42,0.01,1
14339562,99.9,0.0,0.09,0.0,1
11687122,83.38,0.54,0.05,16.02,12
12386020,99.94,0.0,0.04,0.02,8
2916208,95.62,3.88,0.18,0.32,26
3616081,98.76,0.15,0.24,0.84,127
6500646,99.82,0.01,0.06,0.11,5
2821921,99.94,0.0,0.05,0.01,3
1342370,79.25,5.15,2.38,13.22,52
9530285,1.55,60.88,37.43,0.15,1
10995976,76.35,5.64,1.62,16.39,32
7245413,0.05,99.6,0.06,0.3,1
3278624,99.94,0.0,0.05,0.0,3
13512930,99.92,0.0,0.08,0.0,1
14351036,42.99,3.86,0.09,53.06,5
1498719,90.28,0.08,0.1,9.54,11
4149974,97.44,0.35,0.18,2.04,70
182049,95.5,0.04,0.09,4.38,33
14168664,99.83,0.03,0.04,0.1,8
6006328,80.95,12.98,0.29,5.79,10
7920541,93.54,4.88,0.78,0.8,33
8649257,86.25,5.66,4.68,3.41,30
9855805,92.77,0.06,0.06,7.1,20
7894645,83.21,3.32,0.1,13.37,6
6355733,99.93,0.0,0.06,0.01,4
12253499,99.65,0.0,0.33,0.01,6
13147585,94.36,2.91,2.7,0.03,18
13550969,99.07,0.02,0.11,0.8,11
4879579,99.92,0.0,0.07,0.01,6
2875267,98.87,0.03,0.08,1.02,148
68902,99.88,0.0,0.04,0.07,6
3601424,96.68,0.92,0.15,2.24,93
11885148,51.05,30.29,18.53,0.14,2
13015353,74.05,0.24,0.17,25.54,2
13872339,99.92,0.0,0.06,0.01,4
12304165,96.98,0.02,0.1,2.9,20
1628130,99.92,0.0,0.02,0.05,1
6347026,95.43,2.27,1.02,1.28,100
238846,89.68,3.2,2.11,5.02,15
749247,99.32,0.01,0.26,0.41,62
1458081,94.03,0.15,0.52,5.3,27
12824498,99.67,0.02,0.31,0.0,4
10056496,83.77,7.82,0.95,7.46,32
69369,96.28,1.27,1.31,1.14,83
60029,96.58,2.12,0.66,0.65,112
6014302,69.94,12.26,2.11,15.68,15
11734812,79.23,14.07,5.4,1.3,5
5932267,99.98,0.0,0.01,0.0,1
12563549,99.76,0.01,0.23,0.0,1
5729845,92.71,2.05,0.19,5.04,47
5293067,85.88,3.46,2.7,7.96,23
12020004,60.51,15.7,8.67,15.12,4
6489209,99.24,0.03,0.46,0.28,14
14056340,2.8,0.32,0.04,96.84,1
2021489,75.43,16.24,8.17,0.17,4
8131907,98.89,0.04,0.33,0.74,14
14742722,99.96,0.0,0.03,0.0,1
3343428,99.89,0.01,0.07,0.03,14
6939162,98.88,0.03,1.03,0.06,12
6565713,96.24,2.02,1.56,0.18,56
9343915,99.97,0.0,0.02,0.01,1
6780300,99.84,0.01,0.12,0.03,9
646087,99.5,0.03,0.29,0.18,1
169938,2.4,61.16,36.14,0.3,1
10706413,99.52,0.04,0.29,0.15,11
14428514,99.87,0.01,0.1,0.02,1
13810937,98.32,0.01,0.14,1.53,2
472070,99.94,0.01,0.02,0.03,3
4718577,99.76,0.01,0.21,0.03,11
2776143,82.15,5.07,0.42,12.36,242
369880,99.78,0.01,0.04,0.17,16
12796034,99.97,0.01,0.02,0.0,1
4278873,97.33,0.24,1.39,1.03,38
8420883,49.35,11.96,4.92,33.77,6
7869497,3.13,47.99,0.61,48.27,2
13684319,99.78,0.01,0.19,0.03,1
7321217,94.48,3.02,2.48,0.01,18
2301709,84.4,1.16,0.82,13.62,42
14388025,99.11,0.01,0.87,0.01,10
4080000,80.89,4.28,0.84,13.99,75
22208,99.88,0.0,0.12,0.01,4
27611,81.09,5.31,6.35,7.26,8
14322091,99.93,0.0,0.05,0.01,1
1757417,99.92,0.0,0.04,0.03,19
6181230,98.73,0.02,0.11,1.15,2
2308630,94.8,1.88,1.25,2.07,32
295285,92.62,2.18,3.26,1.94,19
14443295,99.95,0.0,0.04,0.0,2
10068240,94.63,0.02,0.25,5.1,33
8006992,99.05,0.01,0.03,0.92,6
7614517,97.65,0.01,0.08,2.27,39
7713728,97.01,0.02,0.23,2.75,96
11656698,79.75,8.42,5.28,6.55,44
14774426,99.89,0.0,0.05,0.05,1
7113260,91.11,5.28,3.31,0.29,23
9292118,95.27,4.55,0.07,0.11,22
7134081,99.95,0.0,0.04,0.01,12
7095320,59.72,9.18,0.1,31.0,2
3870046,94.0,1.71,1.35,2.94,33
12592696,99.97,0.0,0.02,0.0,1
13079659,78.0,0.39,0.45,21.16,3
6121709,91.31,4.35,3.24,1.1,27
7837202,99.96,0.01,0.03,0.01,2
12262803,99.96,0.01,0.03,0.0,1
13937181,99.65,0.01,0.31,0.03,5
1066742,75.37,11.67,1.68,11.29,32
14398508,8.06,0.29,91.58,0.06,1
14460344,84.31,3.27,1.68,10.74,6
7630340,74.23,5.21,0.4,20.15,40
13959444,99.94,0.01,0.04,0.01,6
12971329,96.29,0.05,3.55,0.11,3
14668008,1.58,59.02,39.29,0.11,1
2931271,85.97,7.51,0.63,5.9,27
3659917,97.54,0.84,1.59,0.03,42
8579799,99.81,0.01,0.16,0.03,8
6248970,96.57,0.05,0.12,3.26,68
1529321,92.75,0.3,0.33,6.62,109
13624971,99.78,0.01,0.2,0.02,1
14057189,99.94,0.0,0.05,0.01,6
9858437,76.24,7.02,5.29,11.44,25
1529393,71.4,28.56,0.03,0.01,7
4278067,94.7,0.02,2.82,2.46,35
13076586,99.91,0.0,0.08,0.01,2
13578106,99.92,0.0,0.07,0.0,2
1178371,94.8,0.73,2.99,1.48,85
6317722,97.07,0.63,0.07,2.23,46
4679319,51.02,24.98,0.07,23.93,4
67946,91.38,3.7,0.21,4.7,1
8536113,99.54,0.02,0.07,0.38,9
1884045,90.78,1.82,0.55,6.85,173
6676364,99.3,0.07,0.17,0.46,158
8439661,88.21,0.14,0.07,11.58,9
2915643,1.97,61.83,35.98,0.22,1
9299923,96.34,0.02,0.44,3.2,14
8782592,95.02,0.01,0.22,4.75,10
1850260,87.44,1.14,1.35,10.06,156
6167184,87.1,6.99,0.05,5.85,18
12667158,29.9,30.69,12.44,26.97,7
5124772,98.82,0.01,0.35,0.81,3
6181758,94.39,0.09,0.33,5.19,86
7741566,99.26,0.02,0.42,0.3,19
11588543,93.82,0.25,0.26,5.68,42
5058148,66.88,18.57,14.5,0.05,6
14153636,83.94,0.06,0.12,15.88,6
13824970,99.92,0.01,0.06,0.01,1
1352776,99.84,0.0,0.15,0.01,3
9626892,75.38,15.03,9.55,0.04,4
8014950,86.36,1.82,0.23,11.59,7
7854872,99.62,0.02,0.35,0.01,2
5727231,99.97,0.0,0.02,0.0,3
7086825,98.26,0.02,0.18,1.53,10
10138904,99.11,0.01,0.17,0.71,10
8566407,93.93,3.41,2.6,0.05,45
13621476,2.69,71.97,22.31,3.03,1
11213228,1.52,51.46,46.91,0.11,1
225224,92.98,1.47,0.4,5.15,183
9197535,99.59,0.01,0.15,0.26,3
13671334,99.61,0.01,0.06,0.32,4
14218904,2.72,62.49,34.49,0.31,1
8336347,98.52,0.01,1.47,0.0,2
6005290,99.97,0.0,0.02,0.0,1
2842124,87.13,5.02,0.23,7.62,33
3342094,99.67,0.0,0.32,0.01,14
1067184,98.27,0.01,0.33,1.39,53
12302222,99.97,0.0,0.02,0.0,1
11035223,86.77,0.09,13.08,0.06,3
10052824,99.93,0.0,0.05,0.01,1
6955911,65.06,14.51,4.61,15.82,5
12432623,99.55,0.01,0.43,0.01,3
5882411,97.29,0.63,0.2,1.88,115
7050397,99.97,0.0,0.02,0.01,1
82637,94.4,0.18,5.36,0.06,16
12366845,2.69,71.97,22.31,3.03,1
4457943,99.83,0.07,0.05,0.05,44
8792,97.52,0.06,0.1,2.33,18
12856007,7.31,44.65,20.45,27.59,3
2014651,92.89,2.81,3.16,1.14,24
13045194,75.2,13.31,6.01,5.48,21
7746589,81.89,4.33,2.94,10.83,16
7914359,97.63,0.05,0.09,2.24,65
5317935,99.95,0.0,0.04,0.01,3
7825327,66.79,18.38,5.24,9.59,9
693353,82.61,1.99,3.82,11.59,17
13699440,99.87,0.01,0.08,0.04,1
9677207,99.93,0.0,0.06,0.01,4
2754975,96.74,0.03,0.08,3.15,30
13417639,97.32,0.03,0.09,2.56,5
6992859,92.13,4.71,2.82,0.34,13
2077794,84.82,6.35,2.25,6.58,13
14204600,99.77,0.01,0.02,0.21,7
2636365,93.46,0.3,0.33,5.91,60
7986179,99.78,0.01,0.19,0.01,5
7035556,99.23,0.01,0.09,0.68,16
5019306,98.03,0.01,0.1,1.86,38
14710769,99.86,0.0,0.13,0.01,1
7475215,98.72,0.04,0.32,0.92,6
12897110,74.01,0.34,7.14,18.51,9
2215762,99.84,0.01,0.13,0.03,16
6053700,99.94,0.0,0.04,0.01,2
7161203,80.93,0.56,0.3,18.21,3
1819994,99.94,0.0,0.05,0.01,1
4479140,80.26,8.98,1.57,9.19,5
5506,93.74,0.1,0.07,6.08,36
7592616,99.85,0.01,0.14,0.0,1
4870883,87.39,12.5,0.1,0.01,8
13624929,99.86,0.01,0.11,0.02,4
14778561,50.37,47.37,1.33,0.93,2
4928894,92.35,0.01,0.1,7.55,10
3585343,87.24,6.35,6.04,0.36,47
1948096,98.67,0.23,0.05,1.05,3
6445917,97.06,0.03,1.03,1.88,24
10113230,85.73,3.27,1.38,9.62,34
9331460,99.29,0.05,0.44,0.23,2
6409811,91.26,2.23,0.77,5.74,33
7114655,78.95,0.11,0.1,20.84,4
4456987,99.84,0.01,0.11,0.04,16
6134013,98.58,0.06,1.31,0.06,48
5445126,99.85,0.02,0.12,0.01,5
973695,94.39,0.04,0.09,5.48,38
7841193,99.89,0.01,0.09,0.01,1
8587030,99.83,0.02,0.11,0.05,29
7582651,99.97,0.0,0.02,0.01,3
13640138,99.85,0.01,0.04,0.1,5
6179374,73.39,5.18,1.73,19.69,3
2846739,89.15,0.39,0.53,9.92,96
8034092,35.06,32.93,5.88,26.13,4
1885825,95.83,0.32,0.16,3.69,97
2843445,99.61,0.02,0.13,0.23,67
1090413,95.5,0.03,0.42,4.06,42
3521944,76.79,11.79,7.48,3.94,4
6763409,67.1,0.18,32.6,0.12,3
12738816,99.96,0.0,0.03,0.0,3
9255725,99.94,0.0,0.05,0.01,10
13282275,99.93,0.0,0.06,0.02,1
965554,93.85,0.58,0.13,5.45,6
8265182,98.13,0.01,0.4,1.46,19
6151079,95.75,0.09,0.37,3.79,29
8886703,98.56,0.03,0.1,1.31,12
1110423,90.63,4.6,1.95,2.82,42
2564544,94.08,2.83,2.12,0.97,60
4565470,99.94,0.0,0.04,0.02,3
3898015,88.63,0.11,0.49,10.77,39
8704161,99.21,0.06,0.07,0.66,24
1949996,99.83,0.01,0.12,0.04,23
8518091,99.31,0.02,0.16,0.51,13
14484865,2.63,69.65,27.24,0.48,1
14072546,86.35,4.04,0.99,8.62,25
6834270,71.65,15.3,8.41,4.64,29
4526315,95.75,0.24,0.07,3.94,28
11492423,79.25,14.48,6.1,0.17,24
4863108,95.26,0.29,0.19,4.26,88
6075932,98.17,0.02,0.08,1.74,30
8645254,2.02,57.31,40.46,0.21,1
5511924,99.81,0.0,0.08,0.11,26
7310887,99.46,0.01,0.09,0.45,72
13345701,94.05,0.07,0.28,5.61,17
9362821,92.33,1.09,0.76,5.82,54
7921131,87.49,4.46,1.36,6.69,17
13515084,79.83,0.56,1.29,18.31,21
1178106,84.73,5.03,0.84,9.41,226
6758443,99.77,0.0,0.1,0.12,2
8384444,99.7,0.03,0.26,0.01,23
6793945,94.49,0.27,1.35,3.88,27
4332035,6.0,41.82,51.52,0.67,1
13555596,99.9,0.01,0.08,0.01,1
4000384,98.53,0.08,0.09,1.3,58
6453686,94.09,1.21,0.85,3.84,58
4518380,81.39,4.56,0.2,13.85,13
11992431,99.38,0.02,0.31,0.29,13
5498472,99.98,0.0,0.01,0.0,1
12708781,99.86,0.01,0.11,0.02,14
12020829,98.81,0.0,1.18,0.01,3
2384107,99.85,0.01,0.08,0.06,19
13546070,98.81,0.19,0.97,0.03,4
1644031,91.5,0.06,2.12,6.32,35
6401859,92.52,0.02,0.14,7.32,27
13344433,99.92,0.0,0.06,0.01,9
12726343,99.93,0.0,0.06,0.0,1
24240,99.31,0.02,0.07,0.6,37
12441,67.11,10.84,1.32,20.73,29
4303606,98.34,0.57,0.15,0.94,43
9013631,99.64,0.02,0.29,0.05,16
5593888,88.33,2.7,0.08,8.88,60
9824,72.88,5.75,0.07,21.3,22
1868513,84.17,0.32,0.43,15.08,6
10050351,99.97,0.0,0.03,0.01,2
8846849,51.08,0.04,0.11,48.78,4
5384923,99.81,0.01,0.15,0.03,23
5889190,98.63,0.03,0.18,1.15,80
7283351,67.99,0.82,0.88,30.32,5
5434353,99.87,0.0,0.09,0.04,7
1112193,91.2,2.31,0.61,5.88,120
6927063,85.8,8.54,5.61,0.05,7
994138,98.7,0.68,0.42,0.21,96
6728273,98.7,0.04,0.18,1.08,18
14426124,99.93,0.0,0.06,0.01,4
4279959,84.67,2.4,2.33,10.6,24
4021522,89.51,3.84,0.14,6.5,6
750438,99.79,0.01,0.12,0.08,91
3344322,94.38,0.1,0.17,5.35,32
8970779,99.98,0.0,0.02,0.0,1
11980767,51.13,29.88,18.86,0.13,2
10299047,92.65,0.02,0.1,7.24,13
12560987,91.87,2.45,0.3,5.39,22
4909590,98.01,0.01,0.08,1.9,103
9393163,2.31,59.76,37.68,0.25,1
4275846,65.8,7.45,0.28,26.48,54
10671192,97.3,0.1,0.05,2.56,23
3802530,99.89,0.01,0.09,0.02,9
10234895,63.23,4.09,1.7,30.98,3
205894,88.41,1.32,0.95,9.32,125
14592547,99.88,0.02,0.08,0.03,2
9541666,99.97,0.0,0.02,0.01,1
5783197,99.72,0.01,0.09,0.19,35
14414473,99.88,0.01,0.04,0.08,4
6895050,89.24,6.95,2.7,1.11,21
28150,85.18,3.09,0.1,11.63,21
13711334,96.55,0.05,0.98,2.42,1
10964552,98.26,0.96,0.26,0.53,51
8981656,99.61,0.0,0.38,0.01,23
9825415,90.58,0.05,0.08,9.29,11
5371051,94.61,2.93,2.38,0.07,24
12735111,98.12,0.09,1.76,0.03,1
13525610,88.12,0.05,0.09,11.74,8
13698137,98.81,0.13,0.9,0.16,19
5588537,99.82,0.05,0.03,0.1,6
9169272,2.72,69.73,27.07,0.47,1
5743939,99.23,0.01,0.1,0.65,29
9047646,2.63,69.65,27.24,0.48,1
1732804,99.27,0.02,0.16,0.55,59
13110084,99.58,0.01,0.08,0.33,14
9078482,99.96,0.0,0.02,0.02,2
1071235,97.37,0.21,0.36,2.06,152
4339392,99.62,0.01,0.24,0.13,7
11087731,99.94,0.0,0.05,0.0,1
8191517,75.14,10.64,0.24,13.98,4
6614984,96.33,0.03,0.13,3.51,28
4402259,93.83,1.71,1.37,3.1,33
6268805,97.67,0.01,0.07,2.24,42
2547129,88.62,10.81,0.26,0.31,9
13685207,90.57,0.01,0.04,9.38,3
13744821,74.67,13.17,12.1,0.06,8
13728510,92.44,0.05,0.15,7.36,9
10037387,79.3,5.65,3.02,12.03,14
13391640,64.15,10.8,7.37,17.68,11
12826881,76.9,0.12,0.09,22.89,7
11947150,67.4,19.92,12.59,0.09,3
7713815,99.97,0.0,0.02,0.0,2
12835086,87.87,3.45,0.09,8.6,18
9826706,99.95,0.0,0.04,0.01,3
5755910,99.53,0.02,0.41,0.04,5
5048406,90.96,6.49,2.53,0.02,23
14242888,96.65,0.03,0.21,3.11,5
13884549,93.47,5.94,0.44,0.15,15
848152,86.46,6.43,0.12,6.98,31
9274587,87.64,0.04,0.1,12.21,9
7900936,99.38,0.03,0.55,0.04,29
13912429,1.71,57.26,40.89,0.14,1
14372667,99.96,0.0,0.03,0.0,1
1758953,95.98,2.57,0.79,0.67,80
1899770,86.02,10.01,3.89,0.08,7
8947232,88.99,1.1,0.29,9.62,6
12067685,92.13,1.64,2.2,4.03,2
4089940,90.11,0.02,0.06,9.81,31
47521,88.82,3.35,0.91,6.92,241
9614024,55.39,7.82,2.09,34.7,8
8373729,83.89,0.1,0.35,15.66,4
6400432,85.27,9.96,0.5,4.28,21
554720,97.94,0.86,0.14,1.06,108
3969526,96.07,0.92,0.24,2.77,111
14025410,99.93,0.0,0.04,0.02,1
13979354,90.81,0.55,1.55,7.09,14
5085125,91.29,2.24,1.1,5.37,121
14566657,1.12,1.22,0.04,97.61,1
11333422,91.87,0.16,0.22,7.75,25
4287348,98.24,0.04,0.11,1.61,56
13041602,99.03,0.06,0.37,0.54,20
4484798,65.25,18.02,2.16,14.57,16
5768195,99.91,0.0,0.08,0.01,1
9998187,88.08,0.11,0.13,11.69,9
6089975,92.75,0.01,0.05,7.19,4
6936712,99.6,0.0,0.07,0.32,5
10569282,79.65,2.43,0.15,17.77,14
530983,80.73,2.22,3.05,14.0,19
8481291,75.45,15.49,8.99,0.08,4
583255,89.01,8.0,2.57,0.41,9
8983081,99.96,0.0,0.02,0.02,2
6089196,99.91,0.0,0.08,0.01,18
9329398,99.66,0.01,0.34,0.0,6
11569331,61.37,7.83,1.06,29.74,2
4614037,95.91,1.89,1.4,0.8,32
12264207,83.98,1.12,1.63,13.27,7
4350995,86.88,9.0,2.82,1.3,8
48612,97.31,0.34,0.17,2.18,25
10758,99.97,0.0,0.02,0.01,2
5455004,80.9,0.17,0.11,18.82,22
10084216,99.87,0.0,0.12,0.01,3
4924910,88.63,2.67,0.45,8.25,111
650956,89.67,5.67,2.71,1.95,35
3589267,93.57,2.9,3.36,0.17,16
14055624,2.62,70.07,26.79,0.52,1
4530670,99.14,0.02,0.83,0.01,30
7240775,99.97,0.0,0.02,0.01,2
7853971,91.04,0.02,0.08,8.86,6
6685682,85.13,8.04,6.02,0.81,7
8301150,66.4,30.07,0.49,3.04,3
13037372,85.98,9.15,4.81,0.05,14
9706199,94.59,0.02,0.11,5.28,6
4490826,99.91,0.0,0.08,0.01,3
7225201,99.96,0.0,0.02,0.02,1
466361,91.63,2.14,0.45,5.78,48
59776,51.16,34.83,13.77,0.24,2
8410270,95.0,0.03,4.98,0.0,1
13078068,99.94,0.0,0.05,0.01,2
1821633,99.11,0.04,0.15,0.7,122
10253416,91.15,0.09,1.18,7.57,2
11584799,99.8,0.01,0.17,0.01,9
13041752,83.59,10.83,5.44,0.14,12
7293671,99.94,0.0,0.05,0.01,2
6088708,96.8,0.01,0.52,2.67,78
322593,93.81,1.37,0.58,4.23,191
5616179,97.28,2.35,0.12,0.26,33
10149314,99.87,0.0,0.12,0.01,1
9110588,50.13,0.04,0.04,49.78,2
6238463,99.86,0.02,0.07,0.06,25
76073,89.29,4.06,1.77,4.87,54
13912470,99.82,0.01,0.16,0.01,5
13188046,94.75,0.17,0.04,5.04,10
8226982,99.94,0.0,0.04,0.02,4
13865867,99.84,0.01,0.08,0.07,5
8753559,99.87,0.0,0.11,0.02,27
10997047,95.15,0.13,0.69,4.04,19
5447285,99.79,0.0,0.18,0.02,1
