listing_id,mean_positive,mean_negative,mean_neutral,mean_mixed,number_reviews
8518237,99.23,0.08,0.17,0.53,42
14094279,99.88,0.0,0.1,0.02,12
12268144,99.97,0.0,0.02,0.0,4
11474006,99.81,0.01,0.18,0.01,13
13060366,1.94,61.21,36.66,0.19,1
13589,85.9,2.81,3.07,8.22,52
6131224,99.78,0.01,0.19,0.03,10
1839549,94.64,1.21,1.02,3.13,59
1648950,92.87,0.16,0.32,6.65,81
1171578,98.82,0.01,0.22,0.95,108
12580274,90.74,0.16,0.54,8.56,35
6373729,99.94,0.0,0.05,0.01,1
7573274,50.2,0.01,0.01,49.78,2
8799256,92.44,0.35,0.07,7.14,43
9541295,99.6,0.01,0.16,0.23,17
179244,89.88,1.28,1.41,7.43,81
5725804,99.96,0.0,0.03,0.01,2
13993185,99.39,0.01,0.59,0.01,10
13926017,61.17,17.55,6.76,14.52,4
13800294,52.8,0.14,0.03,47.03,2
4767023,99.84,0.01,0.06,0.09,9
6544715,83.23,5.93,4.12,6.72,10
10807,99.48,0.01,0.51,0.0,1
1721016,68.9,16.51,14.2,0.39,3
8614167,85.59,7.38,6.77,0.27,7
5769127,49.93,49.98,0.09,0.0,2
12383703,78.41,0.01,0.06,21.52,3
14489201,99.92,0.0,0.05,0.02,3
9765,78.73,0.76,0.14,20.37,9
115936,71.41,10.63,0.53,17.43,7
6038520,95.47,2.91,1.58,0.03,22
568234,93.77,2.35,2.91,0.98,132
10279083,67.52,23.99,7.48,1.01,3
6690605,97.86,0.04,0.57,1.53,6
9685076,97.93,0.15,1.48,0.44,3
728238,92.73,2.39,0.55,4.33,88
6000531,99.97,0.0,0.03,0.01,4
13163259,99.97,0.0,0.03,0.0,1
8814215,80.58,1.81,0.18,17.42,5
13912472,99.82,0.01,0.07,0.09,8
713627,99.86,0.0,0.13,0.01,1
6780313,77.46,0.89,0.15,21.49,18
13005579,91.76,5.98,0.07,2.19,22
4828640,94.39,1.43,0.69,3.49,54
5191658,94.29,0.13,1.65,3.94,24
4431210,72.91,0.48,0.55,26.07,5
7939556,99.76,0.0,0.23,0.01,1
3977877,99.89,0.0,0.1,0.01,3
13140867,99.82,0.01,0.12,0.05,9
3888360,91.69,0.14,0.13,8.04,24
11343485,86.07,4.51,2.71,6.71,14
9770477,55.52,12.0,0.4,32.08,8
12904318,99.94,0.0,0.03,0.03,1
851927,99.96,0.01,0.03,0.01,7
8063870,52.38,0.14,0.13,47.35,2
1401625,93.09,0.04,0.59,6.28,4
6513924,91.11,2.36,1.34,5.19,30
2831504,99.96,0.0,0.02,0.01,2
8596320,79.53,6.96,5.72,7.8,8
10883063,97.53,0.11,2.08,0.28,15
9833460,99.88,0.0,0.11,0.0,3
6326257,96.81,0.96,0.13,2.1,62
12899026,99.97,0.0,0.02,0.01,1
13623390,99.97,0.0,0.03,0.0,5
2843596,97.47,0.19,0.13,2.21,79
1704090,93.26,0.04,0.14,6.56,67
11592067,75.65,17.99,5.59,0.76,4
1956275,85.51,2.4,0.18,11.91,74
6870366,96.34,0.2,1.26,2.2,133
6276572,93.22,4.74,1.82,0.22,15
13969217,37.69,32.72,0.26,29.32,3
12873559,99.97,0.0,0.02,0.01,1
5004278,97.58,0.0,0.04,2.38,28
2583074,96.59,1.93,1.47,0.01,31
12022134,93.07,0.61,2.08,4.24,1
1203014,99.2,0.02,0.13,0.64,60
10634364,60.62,23.52,15.79,0.06,5
7633883,85.84,8.7,5.43,0.03,7
14057466,99.87,0.0,0.11,0.02,2
14254537,99.93,0.0,0.06,0.0,2
14300921,99.61,0.02,0.31,0.06,6
14426987,99.88,0.01,0.03,0.09,5
4900659,98.41,0.04,0.07,1.48,30
14719754,98.86,0.01,0.02,1.11,1
14843050,50.87,29.15,19.88,0.1,2
10190260,99.96,0.0,0.04,0.0,1
10021398,98.75,0.01,0.16,1.08,22
3931204,99.93,0.0,0.06,0.01,9
6027467,99.96,0.0,0.03,0.01,3
13514017,72.28,9.28,6.03,12.4,14
1701741,79.52,0.04,0.08,20.36,8
9727523,92.44,6.68,0.57,0.32,15
4065578,96.64,2.17,0.55,0.64,68
4638356,95.0,0.01,0.05,4.94,21
5049582,99.92,0.0,0.07,0.01,8
14713980,1.76,51.2,46.9,0.15,1
1051482,82.13,2.14,2.03,13.7,29
7509273,99.87,0.01,0.11,0.01,7
3094942,99.94,0.0,0.05,0.01,10
2365632,95.37,0.7,1.44,2.49,55
8048838,99.98,0.0,0.01,0.01,1
9207914,91.47,1.5,0.09,6.95,43
735970,99.52,0.04,0.04,0.41,3
12320063,99.91,0.01,0.06,0.02,3
2886933,96.03,0.07,2.2,1.71,46
13296735,99.82,0.01,0.14,0.02,14
4402209,95.7,1.28,2.99,0.03,20
4489920,99.95,0.0,0.04,0.01,1
13942919,99.72,0.06,0.03,0.19,6
6823017,94.33,0.02,0.13,5.53,35
3985462,98.96,0.83,0.14,0.06,121
12604733,2.08,62.15,35.64,0.14,1
1174776,86.23,0.03,0.04,13.7,6
3410087,82.32,7.46,1.38,8.84,80
6730758,99.18,0.02,0.08,0.71,46
10411383,99.98,0.0,0.01,0.0,1
7693009,93.41,4.03,2.53,0.03,15
13812075,95.37,0.03,4.58,0.03,14
6227976,51.18,36.0,11.23,1.6,2
12971157,50.75,30.44,18.73,0.08,2
5344465,91.08,6.01,2.15,0.76,12
1185034,89.28,3.77,2.48,4.47,16
1631942,85.85,5.9,5.07,3.17,18
9577988,99.35,0.02,0.07,0.56,23
13951039,99.88,0.0,0.1,0.01,7
3276286,82.63,3.99,2.19,11.19,39
6576530,72.5,0.77,0.95,25.78,4
6640662,99.97,0.0,0.03,0.0,1
3069104,92.94,0.06,1.35,5.65,17
200265,96.07,0.6,0.76,2.58,118
2633478,97.62,0.01,0.07,2.3,12
7693354,93.53,2.08,0.86,3.53,113
13239143,99.65,0.07,0.07,0.21,2
1214214,99.96,0.0,0.04,0.0,1
179245,90.63,4.5,1.0,3.88,33
13863117,86.86,0.48,0.43,12.22,7
2672058,83.4,10.03,0.36,6.2,10
2892825,41.02,14.22,16.61,28.15,7
13801598,99.97,0.0,0.03,0.01,2
9894686,95.13,1.4,0.18,3.3,65
11572070,99.97,0.0,0.03,0.0,1
7018497,99.02,0.01,0.96,0.01,6
5026613,99.12,0.01,0.1,0.77,58
9463444,99.84,0.01,0.12,0.04,16
6801288,99.78,0.01,0.15,0.06,17
9860,77.36,4.96,0.15,17.53,22
2915595,94.54,2.46,2.28,0.73,47
14429876,94.76,0.25,2.77,2.22,3
13994056,82.91,0.4,0.1,16.59,11
54215,99.11,0.03,0.06,0.79,5
3953472,93.41,0.08,0.06,6.45,12
6602217,96.05,2.24,0.81,0.91,66
9212213,93.53,3.23,2.38,0.85,18
4588530,99.9,0.0,0.09,0.01,10
13414159,92.87,0.02,0.07,7.03,14
3032367,97.94,0.01,0.16,1.89,41
14360470,99.58,0.02,0.38,0.02,1
2183117,89.57,6.37,4.0,0.06,19
10228457,99.59,0.05,0.21,0.15,3
177129,97.87,0.47,0.75,0.91,130
12593869,99.61,0.01,0.36,0.02,2
8733896,99.93,0.01,0.06,0.01,37
7109689,99.81,0.02,0.11,0.06,4
7635616,92.93,0.0,7.06,0.0,5
14040282,98.61,0.01,0.05,1.33,6
7708436,99.92,0.0,0.07,0.01,26
4331214,99.27,0.04,0.13,0.55,34
8371203,99.87,0.01,0.09,0.03,8
180914,49.99,49.22,0.05,0.74,2
14303090,99.91,0.0,0.08,0.01,3
9731479,98.26,0.01,0.06,1.68,35
8753913,99.17,0.01,0.07,0.76,26
7728508,93.29,0.25,0.06,6.4,21
7308623,99.98,0.0,0.01,0.0,1
8497555,38.68,26.82,15.17,19.33,7
7527677,2.15,50.09,0.12,47.64,2
13490438,99.94,0.0,0.05,0.0,1
13714934,99.77,0.0,0.09,0.14,3
13927765,99.95,0.01,0.03,0.01,12
7006683,99.76,0.0,0.21,0.02,2
766700,90.58,0.75,0.3,8.37,244
8556025,97.3,0.75,0.73,1.21,72
4573238,75.52,6.62,0.92,16.95,45
4978467,99.96,0.0,0.03,0.01,2
1092093,99.74,0.01,0.23,0.02,9
14092430,81.68,0.11,0.21,18.0,11
12581300,98.92,0.03,0.82,0.23,11
8908145,99.94,0.0,0.05,0.01,2
14461747,99.91,0.0,0.08,0.01,2
14308511,99.57,0.01,0.13,0.29,5
4996375,88.58,5.22,5.98,0.22,55
13298137,99.95,0.0,0.04,0.0,1
3629014,99.45,0.01,0.5,0.04,48
9663423,63.33,19.75,13.04,3.88,6
8828147,99.42,0.01,0.1,0.47,4
1936861,97.33,0.55,0.69,1.44,143
5454513,99.09,0.1,0.07,0.75,13
14770708,99.96,0.0,0.03,0.0,1
12051674,79.95,5.74,0.71,13.6,13
708802,99.21,0.01,0.1,0.67,221
5153080,99.62,0.01,0.18,0.19,49
6693305,99.52,0.0,0.47,0.0,1
12356,90.81,0.01,0.07,9.1,9
5967421,97.58,0.01,0.28,2.13,46
6364042,99.22,0.07,0.66,0.05,17
8166076,89.91,0.32,0.24,9.53,45
14468407,74.17,0.31,0.18,25.34,2
11474629,99.84,0.01,0.07,0.08,5
4143561,81.62,0.54,0.07,17.78,15
5919529,93.37,3.4,3.2,0.04,15
25142,88.89,5.49,5.45,0.17,9
594693,92.0,1.92,2.4,3.67,23
14322546,2.69,71.97,22.31,3.03,1
164418,94.26,0.04,0.17,5.53,37
10610205,99.51,0.01,0.46,0.02,14
6248526,99.97,0.0,0.02,0.01,2
1775935,67.17,0.01,0.02,32.8,3
6843850,67.51,23.36,8.96,0.18,3
3897963,98.57,0.07,0.57,0.79,83
1489289,99.89,0.01,0.1,0.01,39
5054601,90.59,2.57,2.06,4.79,38
7996844,95.1,0.05,0.31,4.55,33
13152370,87.11,10.36,0.18,2.35,10
12081834,99.92,0.0,0.07,0.0,7
5352623,99.96,0.01,0.02,0.01,4
14246616,98.36,0.01,0.1,1.53,3
250983,92.65,3.98,3.22,0.15,13
8670336,79.07,7.46,1.45,12.01,38
4181163,99.96,0.0,0.02,0.01,3
4283698,87.65,4.04,0.61,7.7,55
3704801,99.57,0.01,0.36,0.07,2
5904732,99.82,0.01,0.17,0.01,9
6971836,80.5,14.17,4.97,0.36,10
7575052,99.79,0.0,0.19,0.01,23
12653367,1.94,61.21,36.66,0.19,1
9496337,82.91,0.37,2.47,14.25,10
7264674,99.89,0.01,0.08,0.03,15
6923446,99.49,0.02,0.15,0.33,16
10227043,96.82,2.13,0.95,0.09,33
12343588,99.4,0.03,0.32,0.25,30
5412487,4.12,39.91,55.58,0.39,1
11418599,98.97,0.01,0.22,0.8,12
9445192,99.9,0.01,0.06,0.03,2
40601,99.67,0.02,0.23,0.08,55
4560053,89.39,0.53,0.07,10.01,23
10882267,99.96,0.0,0.03,0.01,1
12752020,99.98,0.0,0.02,0.0,1
6790961,95.68,2.24,1.84,0.25,1
5640375,76.7,0.91,0.23,22.16,20
4698367,98.05,0.01,1.76,0.17,60
2880944,98.94,0.08,0.12,0.86,4
2950175,99.85,0.01,0.14,0.01,12
12436115,23.9,41.18,7.5,27.42,7
12626504,75.13,15.31,9.5,0.06,4
8252058,95.8,0.13,0.45,3.63,89
2823378,96.08,0.14,0.21,3.57,31
2374089,99.95,0.0,0.04,0.01,5
1966195,91.55,0.02,0.06,8.37,23
7931331,87.15,3.67,1.16,8.03,21
3229255,98.54,0.1,0.16,1.2,53
3434614,96.27,0.92,0.14,2.67,25
9425902,99.94,0.0,0.05,0.01,8
13111691,1.8,58.52,39.52,0.16,1
3164650,91.52,0.09,0.17,8.22,7
6292261,98.04,0.08,0.39,1.49,65
7965521,93.81,4.36,1.78,0.04,16
5719606,99.95,0.01,0.04,0.0,1
56937,71.06,14.63,5.27,9.04,10
4098410,67.3,19.45,4.4,8.85,20
2247190,71.81,0.27,0.05,27.87,14
13968660,99.97,0.0,0.03,0.0,1
4518756,71.95,6.31,4.14,17.6,19
7358714,8.98,0.12,0.12,90.77,1
6213822,87.24,0.06,0.07,12.64,11
9144588,97.04,0.04,0.09,2.83,43
6776075,99.96,0.0,0.03,0.0,1
13864196,84.24,2.37,0.51,12.88,7
12927298,50.77,29.58,19.55,0.11,2
12383204,99.83,0.0,0.16,0.0,1
13433298,99.79,0.03,0.11,0.07,13
10653150,74.96,5.2,0.17,19.67,41
6850880,95.38,0.02,0.1,4.51,1
3415434,64.93,13.26,0.15,21.66,8
12727401,8.2,29.41,20.26,42.13,2
12290886,99.95,0.0,0.02,0.03,2
2016500,99.93,0.0,0.07,0.01,5
8815257,92.06,1.52,0.04,6.38,27
25418,99.89,0.01,0.06,0.04,4
5970118,74.74,15.32,9.07,0.87,4
7984949,99.94,0.0,0.04,0.01,6
7740436,94.41,3.9,1.66,0.04,18
6951829,99.92,0.0,0.07,0.0,1
11688611,85.69,7.36,6.91,0.03,7
14085771,99.91,0.0,0.08,0.01,2
7919500,92.36,7.15,0.2,0.29,14
13028899,99.72,0.04,0.17,0.06,3
5918944,95.37,0.02,4.6,0.01,5
2135075,77.77,4.42,3.31,14.5,92
4351970,99.93,0.0,0.06,0.01,2
12287958,99.88,0.0,0.11,0.01,1
6009031,59.27,0.62,0.23,39.89,2
5717528,99.91,0.01,0.05,0.03,7
1264217,90.83,0.17,0.08,8.92,12
13602808,99.89,0.0,0.1,0.01,7
4750791,93.9,2.26,3.8,0.04,16
10356880,99.75,0.02,0.17,0.07,36
9111413,82.84,0.32,0.09,16.74,35
11826815,99.93,0.01,0.06,0.01,5
11760822,96.49,0.01,0.05,3.45,19
7856323,83.28,0.8,0.34,15.59,17
14296152,68.34,0.14,0.06,31.46,1
8391298,84.77,8.87,6.29,0.07,13
13510994,99.81,0.01,0.06,0.12,5
14043390,67.13,19.53,13.31,0.04,3
1964878,89.69,8.35,0.11,1.86,12
14221294,81.8,0.02,0.05,18.13,5
1109224,90.68,4.31,1.89,3.12,35
4263736,96.9,0.44,0.76,1.91,85
13605196,67.09,18.87,13.99,0.04,6
1811776,92.79,1.79,1.16,4.26,173
3377100,93.77,3.15,2.92,0.16,60
10855052,50.42,33.45,11.0,5.13,4
12618291,99.94,0.0,0.05,0.01,3
14158636,99.96,0.0,0.04,0.0,1
4112178,99.95,0.0,0.03,0.01,1
8428314,99.84,0.04,0.09,0.03,23
7403927,99.82,0.01,0.14,0.04,3
10470115,92.58,0.34,0.64,6.44,3
561769,93.03,0.79,0.25,5.93,4
13258244,99.23,0.04,0.71,0.02,2
7205210,99.94,0.0,0.05,0.01,11
5025015,77.84,6.64,3.82,11.69,99
8189821,99.92,0.0,0.02,0.06,2
13294824,79.94,19.89,0.1,0.07,5
916123,89.81,1.25,0.2,8.75,281
8923817,77.97,17.99,3.96,0.08,9
8206659,2.6,65.04,31.99,0.37,2
7911936,99.81,0.02,0.16,0.01,7
11799482,99.97,0.0,0.02,0.0,2
13713445,99.8,0.01,0.18,0.0,1
9857049,92.84,0.78,0.71,5.68,15
7725279,90.8,0.18,0.54,8.49,21
8716849,64.29,18.15,5.54,12.01,11
13477535,99.94,0.0,0.05,0.01,1
543078,99.84,0.01,0.03,0.13,6
10542140,99.7,0.03,0.26,0.02,25
2862120,95.6,0.88,1.78,1.74,41
1695275,74.09,6.26,0.97,18.68,251
9460898,68.33,10.11,6.16,15.4,6
11940785,99.97,0.0,0.02,0.0,2
8696236,93.61,0.01,0.28,6.11,31
820073,98.89,0.03,0.09,0.99,46
13435185,99.95,0.01,0.04,0.01,2
9137560,99.98,0.0,0.01,0.0,1
7495866,99.86,0.01,0.05,0.08,26
14368660,99.81,0.0,0.18,0.0,2
7956634,99.52,0.03,0.42,0.03,7
10116429,99.86,0.0,0.13,0.0,1
11583581,67.01,11.25,2.79,18.96,20
6645010,98.17,0.04,1.57,0.22,24
1835533,69.94,10.18,2.48,17.41,38
6851459,74.96,0.09,0.09,24.87,4
11818157,62.92,7.08,7.62,22.38,5
531552,66.73,9.17,0.64,23.47,11
1615033,86.12,1.7,0.67,11.51,236
8521792,95.94,0.05,0.17,3.83,29
6924700,95.61,1.03,0.08,3.27,101
9183638,99.96,0.0,0.02,0.01,3
1755376,99.91,0.02,0.05,0.02,2
1840255,95.69,0.03,0.08,4.2,30
14105971,99.69,0.01,0.08,0.22,13
3371091,99.91,0.0,0.08,0.01,13
8539551,96.67,0.06,0.24,3.03,33
10106081,99.53,0.09,0.14,0.24,25
9844242,99.95,0.0,0.04,0.01,9
6104388,99.89,0.0,0.07,0.03,7
13083058,99.9,0.01,0.09,0.01,11
7796658,98.25,0.51,0.59,0.65,10
5074924,86.1,2.34,0.32,11.23,55
4181530,99.88,0.0,0.11,0.01,18
4430821,95.45,0.0,0.04,4.51,22
1372816,68.81,0.6,0.05,30.54,6
11686744,99.91,0.0,0.08,0.0,4
3250739,76.09,4.53,0.44,18.94,16
7252607,99.85,0.01,0.12,0.02,4
10247000,67.91,11.22,3.15,17.71,9
5581575,99.93,0.01,0.05,0.01,12
3457722,95.53,1.71,2.7,0.06,23
12949270,99.85,0.01,0.12,0.02,3
13379155,69.5,0.02,0.05,30.42,3
1745339,99.94,0.0,0.04,0.01,27
12750816,46.56,24.78,10.02,18.63,10
2706986,93.7,0.89,0.12,5.29,16
5146580,79.24,8.09,1.33,11.34,58
14387692,99.98,0.0,0.02,0.0,1
5899031,93.69,0.58,0.19,5.54,27
4698487,94.28,2.01,2.04,1.68,4
13298546,91.57,4.66,1.86,1.91,15
7845607,99.35,0.04,0.57,0.04,9
7325084,2.92,33.6,2.9,60.58,1
9235198,94.07,0.21,0.58,5.14,33
6598203,83.93,7.03,0.26,8.78,12
1929406,99.88,0.06,0.06,0.01,1
14071446,99.96,0.0,0.04,0.0,2
12221012,99.88,0.01,0.03,0.08,6
9920084,72.03,4.64,0.12,23.21,3
4069422,98.18,0.0,1.78,0.03,13
3303860,41.85,10.52,20.74,26.88,4
10809,64.68,6.18,2.3,26.84,14
210097,98.99,0.01,0.27,0.73,115
5620496,99.63,0.01,0.21,0.15,10
1141888,91.57,0.62,0.07,7.75,36
12683680,71.8,16.7,11.45,0.04,7
4777111,98.77,0.14,0.27,0.82,14
11087657,99.95,0.01,0.03,0.01,3
5870922,96.94,1.34,0.91,0.81,46
8055839,99.76,0.01,0.22,0.01,5
13265095,50.4,28.76,20.78,0.06,2
14692682,99.98,0.0,0.01,0.0,1
9862792,97.66,0.03,0.11,2.19,34
8326439,51.11,17.9,0.33,30.65,4
10995355,97.55,0.02,0.11,2.32,20
4432035,95.75,1.07,0.96,2.22,50
2963419,94.73,2.57,2.68,0.03,20
1187188,99.9,0.01,0.08,0.01,17
336946,92.92,0.12,0.28,6.68,68
12425501,91.44,5.24,2.12,1.2,15
4632511,98.45,0.01,0.11,1.43,23
4190704,70.38,3.54,0.97,25.12,81
13374617,67.18,0.03,0.97,31.83,3
8757949,87.37,2.97,3.63,6.04,22
1303261,93.94,1.21,0.18,4.68,19
9256035,79.71,7.29,2.91,10.1,10
11304657,99.98,0.0,0.01,0.0,1
4710583,99.92,0.0,0.07,0.0,2
5601743,90.66,5.52,2.42,1.4,18
12269155,99.27,0.01,0.05,0.67,55
14823724,99.96,0.0,0.03,0.0,1
1887507,84.62,1.58,1.35,12.44,42
4446413,48.36,23.64,3.69,24.31,7
1240598,74.9,11.39,0.63,13.09,76
3182652,78.98,9.89,8.5,2.63,5
13333256,2.69,71.97,22.31,3.03,1
12339410,87.67,7.65,4.58,0.1,8
349347,76.18,3.21,0.12,20.49,55
77681,82.6,6.31,2.35,8.75,21
9685102,95.7,0.07,1.48,2.75,42
1173306,90.71,1.1,0.43,7.76,23
5904992,99.5,0.06,0.12,0.32,5
12932001,97.83,0.02,0.53,1.62,3
579605,66.93,9.14,0.32,23.61,10
9218362,96.29,2.19,0.89,0.63,32
13421289,94.71,0.08,0.33,4.87,12
4109165,99.85,0.01,0.04,0.1,1
13024385,99.94,0.0,0.05,0.0,1
12699603,53.74,0.72,43.66,1.88,2
1222327,99.78,0.02,0.15,0.05,2
13653233,96.31,0.14,3.53,0.02,2
3006311,98.76,0.01,0.03,1.19,7
13594886,95.32,0.25,0.28,4.15,28
2295530,99.04,0.06,0.31,0.59,122
12608363,99.95,0.0,0.04,0.0,2
1329627,0.91,2.48,0.01,96.6,2
13585624,87.97,0.03,0.1,11.9,3
12208806,78.92,1.53,0.13,19.43,4
14250499,63.53,0.05,0.29,36.12,1
3389896,93.2,0.02,0.08,6.7,4
11767622,95.91,3.19,0.51,0.39,16
6854357,3.93,0.79,0.03,95.25,1
570493,96.96,0.1,0.22,2.72,57
3344639,97.16,0.02,0.46,2.36,45
7475557,92.33,2.92,0.09,4.67,17
3250847,99.59,0.01,0.39,0.01,4
12784064,92.47,0.05,0.12,7.35,11
6939454,72.29,10.12,3.37,14.23,34
8700820,97.94,0.04,1.93,0.09,7
11983286,96.95,0.03,0.37,2.65,63
13028092,99.86,0.01,0.11,0.02,10
8014642,20.14,2.63,5.36,71.87,2
2683284,91.59,1.46,0.22,6.73,115
2021274,93.65,0.49,0.78,5.08,94
10228228,3.52,15.38,0.07,81.03,1
18711,82.5,2.98,2.93,11.59,17
14074739,99.95,0.0,0.05,0.0,1
2360109,76.02,15.28,7.29,1.41,43
4567815,99.92,0.01,0.06,0.02,10
1885386,96.85,0.05,0.93,2.17,119
6677700,99.91,0.0,0.07,0.02,11
13800505,41.16,20.93,17.42,20.5,5
9301075,99.87,0.0,0.09,0.04,15
13907143,99.92,0.02,0.04,0.02,6
7868209,99.94,0.0,0.05,0.01,2
12233225,87.13,0.98,2.9,8.99,27
8249201,99.93,0.0,0.05,0.01,1
12811191,80.37,0.03,0.24,19.37,8
11866869,99.93,0.01,0.05,0.01,1
9390951,99.93,0.0,0.06,0.01,1
508017,95.58,0.45,0.39,3.58,156
8402408,99.36,0.06,0.14,0.44,57
13733558,75.08,19.74,4.85,0.33,8
9824155,68.74,17.97,5.8,7.5,14
962610,95.81,0.01,0.08,4.11,33
8228903,90.95,4.68,0.49,3.88,82
8096900,87.38,0.01,0.04,12.58,6
12126299,99.83,0.02,0.15,0.01,2
11276570,99.71,0.0,0.02,0.27,3
4586681,96.76,1.7,0.91,0.64,42
11861063,65.09,0.05,0.26,34.6,7
13908638,83.12,0.31,0.22,16.34,24
5990896,79.83,7.14,3.14,9.89,36
13015767,95.12,0.13,0.17,4.58,22
6425318,99.94,0.0,0.05,0.01,8
5784404,99.86,0.01,0.08,0.05,14
12627225,39.19,35.79,8.02,16.99,10
6879036,98.35,0.02,0.12,1.52,6
7855120,81.1,0.07,0.08,18.76,13
3198169,98.98,0.28,0.34,0.4,9
11757166,87.39,6.73,3.06,2.82,31
7840131,76.97,0.01,0.14,22.88,4
1277618,79.68,19.85,0.07,0.39,5
13908031,99.69,0.03,0.28,0.01,4
14262627,34.61,37.07,28.19,0.14,3
12997334,99.89,0.0,0.08,0.03,8
12052288,99.83,0.01,0.15,0.02,32
7789429,99.92,0.0,0.07,0.01,5
276450,70.64,7.02,0.59,21.75,54
7823025,95.09,0.21,0.96,3.74,57
13082258,47.89,34.85,13.63,3.62,2
20000,87.53,2.06,1.41,9.01,271
2529318,93.01,2.63,3.16,1.2,29
12109171,96.59,0.01,0.12,3.28,21
14461498,99.96,0.0,0.03,0.01,2
13331733,99.82,0.0,0.06,0.13,5
447826,99.23,0.03,0.6,0.15,198
5959251,99.77,0.0,0.17,0.06,5
12541136,99.95,0.0,0.03,0.02,6
1391215,91.24,1.27,1.67,5.82,111
1881180,97.81,0.01,0.08,2.1,43
7797744,89.58,5.55,4.44,0.43,10
169430,93.94,1.41,0.98,3.68,105
60356,81.97,0.53,0.04,17.46,5
7842550,77.27,5.62,1.52,15.59,47
11946029,98.12,0.32,1.04,0.53,8
6552654,97.55,0.02,0.06,2.37,85
9414403,91.31,4.92,3.74,0.03,23
1902160,98.35,0.02,0.17,1.46,20
1591827,91.56,1.75,1.86,4.84,117
639101,94.38,0.06,0.05,5.51,1
7092874,99.97,0.0,0.02,0.0,1
12426977,94.09,0.06,0.05,5.79,15
8575476,87.89,7.11,1.5,3.5,22
9626428,99.93,0.0,0.06,0.01,1
1912940,92.9,1.82,0.89,4.39,63
11240774,91.24,0.22,0.08,8.46,10
57156,75.55,10.96,12.07,1.42,17
12655758,72.68,14.78,10.91,1.63,8
1436513,99.95,0.0,0.04,0.0,1
4922204,96.0,0.21,0.22,3.57,82
8310807,88.89,1.06,2.54,7.51,47
4609785,98.0,0.04,0.1,1.86,57
8310653,97.1,0.01,0.59,2.29,11
13318173,99.93,0.0,0.07,0.01,7
9107357,94.03,0.47,0.27,5.22,49
13081090,80.29,14.4,4.66,0.65,5
6677640,96.72,0.0,0.04,3.24,16
13415816,99.95,0.0,0.03,0.02,2
